event_id,in_headline_23,in_top20_energy,farm,turbine_id,event_start,duration_h,E_mwh,event_family,families_all,event_lead_h,role,message,code,service_category,corpus_n_rows,frozen_family,ambiguous_slot,slot_alternatives,rationale_class,rationale_words,frozen_rationale,my_family,my_confidence,adjudication,my_reason,is_primary_stop_message,warning_n_rows_in_window,warning_lead_h,is_earliest_qualifying_warning,event_stop_code
2231,False,True,penmanshiel,5,2016-12-24 22:24:22,67.20222222222222,103.3470323521161,control,control,,stop,Repeating error BP52,455.0,Repeated error  (25),251,control,bp_repeat,pitch,documented,65,"AMBIGUOUS and high-volume (251 stops). Service category 'Repeated error (25)' names a trip-count supervisor, not a component; 'BP' also prefixes pitch messages ('Pitch too slow BP180'), so a pitch reading is possible. Assigned to `control` as the conservative choice - `control` is a thin family, so a wrong call here creates few spurious same-component matches. Pairs with the warning 'Repeating error BP 0'. Alternative: pitch.",control,moderate,agree,Names no component; 'Repeated error (25)' is a trip-count supervisor. The 'BP' pitch reading is real but weaker. Concur with the frozen call; covered by the bp_repeat sweep slot.,True,,,False,455.0
2421,True,False,penmanshiel,5,2022-04-01 21:41:28,60.7225,31.759857239316904,anemometry,anemometry,64.75361111111111,stop,Anemometer defect,6530.0,Sensor error (21),813,anemometry,,,missing,0,,anemometry,high,agree,Names the anemometer outright.,True,,,False,6530.0
2421,True,False,penmanshiel,5,2022-04-01 21:41:28,60.7225,31.759857239316904,anemometry,anemometry,64.75361111111111,warning,4-20 mA vane 2,6635.0,Sensor error (21),1908,anemometry,,,missing,0,,anemometry,high,agree,Vane signal-loop fault.,False,30.0,64.75361111111111,True,
2421,True,False,penmanshiel,5,2022-04-01 21:41:28,60.7225,31.759857239316904,anemometry,anemometry,64.75361111111111,warning,4-20mA anemometer 2,6525.0,Warnings (27),1908,anemometry,,,missing,0,,anemometry,high,agree,Anemometer signal-loop fault.,False,30.0,64.75361111111111,True,
2432,False,True,penmanshiel,5,2022-10-11 03:38:06,250.80027777777778,168.6622911883661,pitch,pitch,1.6002777777777777,stop,Charging circuit pitch,715.0,Pitch errors (18),53,pitch,,,missing,0,,pitch,high,agree,Names pitch.,True,,,False,715.0
2432,False,True,penmanshiel,5,2022-10-11 03:38:06,250.80027777777778,168.6622911883661,pitch,pitch,1.6002777777777777,warning,Battery charge cycle axis 1 error,716.0,Warnings (27),974,pitch,,,thin,3,Pitch back-up batteries.,pitch,high,agree,Pitch back-up battery charge cycle; 'axis n' is a pitch axis.,False,1.0,1.6002777777777777,True,
2432,False,True,penmanshiel,5,2022-10-11 03:38:06,250.80027777777778,168.6622911883661,pitch,pitch,1.6002777777777777,warning,Battery charge cycle axis 2 error,717.0,Warnings (27),931,pitch,,,missing,0,,pitch,high,agree,As above.,False,1.0,1.6002777777777777,True,
2432,False,True,penmanshiel,5,2022-10-11 03:38:06,250.80027777777778,168.6622911883661,pitch,pitch,1.6002777777777777,warning,Battery charge cycle axis 3 error,718.0,Warnings (27),931,pitch,,,missing,0,,pitch,high,agree,As above.,False,1.0,1.6002777777777777,True,
2509,False,True,penmanshiel,6,2016-12-31 09:00:42,98.43861111111111,126.09143396678131,converter,converter,,stop,Frequency converter error,3110.0,Generator and Converter errors (20),181,converter,,,missing,0,,converter,high,agree,Names the converter.,True,,,False,3110.0
2570,False,True,penmanshiel,6,2018-02-28 12:30:51,122.2925,143.95636062319915,pitch,pitch,,stop,Charging circuit pitch,715.0,Pitch errors (18),53,pitch,,,missing,0,,pitch,high,agree,Names pitch.,True,,,False,715.0
2715,True,False,penmanshiel,6,2022-12-31 12:56:34,18.34638888888889,1.8795169951654582,anemometry,anemometry,7.114722222222222,stop,Anemometer defect,6530.0,Sensor error (21),813,anemometry,,,missing,0,,anemometry,high,agree,Names the anemometer outright.,True,,,False,6530.0
2715,True,False,penmanshiel,6,2022-12-31 12:56:34,18.34638888888889,1.8795169951654582,anemometry,anemometry,7.114722222222222,warning,4-20 mA vane 2,6635.0,Sensor error (21),1908,anemometry,,,missing,0,,anemometry,high,agree,Vane signal-loop fault.,False,11.0,7.114722222222222,True,
2715,True,False,penmanshiel,6,2022-12-31 12:56:34,18.34638888888889,1.8795169951654582,anemometry,anemometry,7.114722222222222,warning,4-20mA anemometer 2,6525.0,Warnings (27),1908,anemometry,,,missing,0,,anemometry,high,agree,Anemometer signal-loop fault.,False,11.0,7.114444444444445,False,
2718,False,True,penmanshiel,6,2023-02-02 14:16:45,121.22666666666667,79.04761011471689,pitch,pitch,1.8958333333333333,stop,Charging circuit pitch,715.0,Pitch errors (18),53,pitch,,,missing,0,,pitch,high,agree,Names pitch.,True,,,False,715.0
2718,False,True,penmanshiel,6,2023-02-02 14:16:45,121.22666666666667,79.04761011471689,pitch,pitch,1.8958333333333333,warning,Battery charge cycle axis 1 error,716.0,Warnings (27),974,pitch,,,thin,3,Pitch back-up batteries.,pitch,high,agree,Pitch back-up battery charge cycle; 'axis n' is a pitch axis.,False,1.0,1.8958333333333333,True,
2718,False,True,penmanshiel,6,2023-02-02 14:16:45,121.22666666666667,79.04761011471689,pitch,pitch,1.8958333333333333,warning,Battery charge cycle axis 2 error,717.0,Warnings (27),931,pitch,,,missing,0,,pitch,high,agree,As above.,False,1.0,1.8958333333333333,True,
2718,False,True,penmanshiel,6,2023-02-02 14:16:45,121.22666666666667,79.04761011471689,pitch,pitch,1.8958333333333333,warning,Battery charge cycle axis 3 error,718.0,Warnings (27),931,pitch,,,missing,0,,pitch,high,agree,As above.,False,1.0,1.8958333333333333,True,
2718,False,True,penmanshiel,6,2023-02-02 14:16:45,121.22666666666667,79.04761011471689,pitch,pitch,1.8958333333333333,warning,Pitch batteries charging cycle,720.0,Warnings (27),225,pitch,,,missing,0,,pitch,high,agree,Names pitch.,False,1.0,0.1613888888888889,False,
2724,True,False,penmanshiel,6,2023-05-05 15:16:33,65.03833333333333,9.406802664838928,pitch,pitch,6.6825,stop,Charging circuit pitch,715.0,Pitch errors (18),53,pitch,,,missing,0,,pitch,high,agree,Names pitch.,True,,,False,715.0
2724,True,False,penmanshiel,6,2023-05-05 15:16:33,65.03833333333333,9.406802664838928,pitch,pitch,6.6825,warning,Battery charge cycle axis 1 error,716.0,Warnings (27),974,pitch,,,thin,3,Pitch back-up batteries.,pitch,high,agree,Pitch back-up battery charge cycle; 'axis n' is a pitch axis.,False,5.0,6.6825,True,
2724,True,False,penmanshiel,6,2023-05-05 15:16:33,65.03833333333333,9.406802664838928,pitch,pitch,6.6825,warning,Battery charge cycle axis 2 error,717.0,Warnings (27),931,pitch,,,missing,0,,pitch,high,agree,As above.,False,5.0,6.6825,True,
2724,True,False,penmanshiel,6,2023-05-05 15:16:33,65.03833333333333,9.406802664838928,pitch,pitch,6.6825,warning,Battery charge cycle axis 3 error,718.0,Warnings (27),931,pitch,,,missing,0,,pitch,high,agree,As above.,False,5.0,6.6825,True,
2741,False,True,penmanshiel,6,2023-11-23 06:58:18,54.25972222222222,75.04277491006837,pitch,pitch,,stop,Charging circuit pitch,715.0,Pitch errors (18),53,pitch,,,missing,0,,pitch,high,agree,Names pitch.,True,,,False,715.0
2833,True,False,penmanshiel,7,2017-04-26 12:55:17,26.0075,11.202791820225716,pitch,pitch,29.263055555555557,stop,Battery voltage axis 3,735.0,Pitch errors (18),8,pitch,,,documented,10,"Pitch back-up batteries (code block 700-735, service category 'Pitch errors').",pitch,high,agree,'axis n' is a pitch axis; code 735 in the pitch battery block; service category 'Pitch errors (18)'.,True,,,False,735.0
2833,True,False,penmanshiel,7,2017-04-26 12:55:17,26.0075,11.202791820225716,pitch,pitch,29.263055555555557,warning,Pitch measuring system 1><2,675.0,Warnings (27),269,pitch,,,missing,0,,pitch,high,agree,Pitch position measurement disagreement.,False,1.0,29.263055555555557,True,
2833,True,False,penmanshiel,7,2017-04-26 12:55:17,26.0075,11.202791820225716,pitch,pitch,29.263055555555557,warning,Battery charge cycle axis 1 error,716.0,Warnings (27),974,pitch,,,thin,3,Pitch back-up batteries.,pitch,high,agree,Pitch back-up battery charge cycle; 'axis n' is a pitch axis.,False,1.0,9.144722222222223,False,
2833,True,False,penmanshiel,7,2017-04-26 12:55:17,26.0075,11.202791820225716,pitch,pitch,29.263055555555557,warning,Battery charge cycle axis 2 error,717.0,Warnings (27),931,pitch,,,missing,0,,pitch,high,agree,As above.,False,1.0,9.144722222222223,False,
2833,True,False,penmanshiel,7,2017-04-26 12:55:17,26.0075,11.202791820225716,pitch,pitch,29.263055555555557,warning,Battery charge cycle axis 3 error,718.0,Warnings (27),931,pitch,,,missing,0,,pitch,high,agree,As above.,False,1.0,9.144722222222223,False,
2833,True,False,penmanshiel,7,2017-04-26 12:55:17,26.0075,11.202791820225716,pitch,pitch,29.263055555555557,warning,Error lubrication pump pitch,850.0,Warnings (27),47,pitch,,,missing,0,,pitch,high,agree,Names pitch.,False,1.0,3.2855555555555553,False,
2975,True,False,penmanshiel,7,2022-12-27 19:56:10,42.35,44.469037727660385,pitch,pitch,21.248055555555556,stop,Pitch current asymmetry,550.0,Pitch errors (18),21,pitch,,,missing,0,,pitch,high,agree,Names pitch.,True,,,False,550.0
2975,True,False,penmanshiel,7,2022-12-27 19:56:10,42.35,44.469037727660385,pitch,pitch,21.248055555555556,warning,Error brake resistor CHP,785.0,Warnings (27),235,pitch,brake_resistor_chp,converter|brake_hydraulic,documented,54,"AMBIGUOUS and high-volume (235 warnings). 'CHP' = chopper brake resistor. Code 785 sits between the pitch battery block (700-735) and the pitch lubrication pump (850), and the MM82/92 pitch drives have their own braking chopper, so assigned to `pitch`. A converter DC-link chopper reading is equally defensible. Alternatives: converter, brake_hydraulic. FLAGGED for orchestrator review.",converter,moderate,DISAGREE,"DISAGREE with the frozen `pitch`. 'CHP' = chopper. In standard drive terminology a chopper brake resistor is the DC-link braking chopper, i.e. a CONVERTER component; that is the plain reading of the words. The frozen call rests on the code-block argument (785 sits between the pitch battery block 700-735 and the pitch lubrication pump 850), which is suggestive but is an inference about numbering, not about the message. The frozen rationale itself says a converter reading is 'equally defensible' and FLAGS the entry. Covered by the brake_resistor_chp sweep slot.",False,1.0,21.248055555555556,True,
2975,True,False,penmanshiel,7,2022-12-27 19:56:10,42.35,44.469037727660385,pitch,pitch,21.248055555555556,warning,Battery charge cycle axis 1 error,716.0,Warnings (27),974,pitch,,,thin,3,Pitch back-up batteries.,pitch,high,agree,Pitch back-up battery charge cycle; 'axis n' is a pitch axis.,False,1.0,6.755,False,
2975,True,False,penmanshiel,7,2022-12-27 19:56:10,42.35,44.469037727660385,pitch,pitch,21.248055555555556,warning,Battery charge cycle axis 2 error,717.0,Warnings (27),931,pitch,,,missing,0,,pitch,high,agree,As above.,False,1.0,6.755,False,
2975,True,False,penmanshiel,7,2022-12-27 19:56:10,42.35,44.469037727660385,pitch,pitch,21.248055555555556,warning,Battery charge cycle axis 3 error,718.0,Warnings (27),931,pitch,,,missing,0,,pitch,high,agree,As above.,False,1.0,6.755,False,
2993,True,True,penmanshiel,7,2023-09-27 13:09:34,163.8763888888889,125.80884116006511,brake_hydraulic,brake_hydraulic,52.2525,stop,Low hydraulic pressure,5510.0,Mechanical error (23),13,brake_hydraulic,,,documented,14,The hydraulic system on the MM82/92 serves the mechanical brake; merged into one family.,brake_hydraulic,moderate,agree,"The message names the hydraulic supply, NOT the brake. On the MM82/92 the hydraulic power unit serves the mechanical brake, so folding hydraulics into brake_hydraulic is defensible and I concur - but it is a family-MERGE judgment, and a separate 'hydraulic' family would also be defensible. Not one of the nine sweep slots.",True,,,False,5510.0
2993,True,True,penmanshiel,7,2023-09-27 13:09:34,163.8763888888889,125.80884116006511,brake_hydraulic,brake_hydraulic,52.2525,warning,Timeout brake closed,2125.0,Warnings (27),1345,brake_hydraulic,,,missing,0,,brake_hydraulic,high,agree,Brake failed to report closed in time.,False,1.0,52.2525,True,
3665,True,False,penmanshiel,9,2020-09-23 16:55:15,18.20777777777778,4.882849649171115,control,control,8.785277777777777,stop,WEC shut down,55.0,WEC Shutdown (1),7,control,wec_shut_down,manual,documented,29,"AMBIGUOUS: generic supervisory shutdown, service category 'WEC Shutdown (1)', no component named. Assigned to `control` rather than `manual` because nothing in the message implies a human action. Alternative: manual.",never_match,moderate,DISAGREE,"A bare supervisory shutdown record: it names no component and no actor. The frozen map puts it in `control`, which then lets it same-match other content-free controller messages. I would put a message carrying zero component information into a family that cannot satisfy a same-component test at all. DISAGREE. Effect direction is the same as the sweep's wec_shut_down: control -> manual (a never-match family).",True,,,False,55.0
3665,True,False,penmanshiel,9,2020-09-23 16:55:15,18.20777777777778,4.882849649171115,control,control,8.785277777777777,warning,Repeating error BP 0,440.0,Warnings (27),204,control,bp_repeat,pitch,documented,41,"AMBIGUOUS. Pairs with the stop message 'Repeating error BP52'; both are assigned to `control` so that they can match each other, and so that a wrong reading of 'BP' does not inject 204 warnings into the large `pitch` family. Alternative: pitch.",control,moderate,agree,Pairs with the 'Repeating error BP52' stop; same reasoning. Concur; covered by the bp_repeat sweep slot.,False,1.0,8.785277777777777,True,
3686,True,False,penmanshiel,9,2021-04-30 05:22:38,6.603055555555556,0.025909282745681637,anemometry,anemometry,71.99083333333333,stop,Anemometer defect,6530.0,Sensor error (21),813,anemometry,,,missing,0,,anemometry,high,agree,Names the anemometer outright.,True,,,False,6530.0
3686,True,False,penmanshiel,9,2021-04-30 05:22:38,6.603055555555556,0.025909282745681637,anemometry,anemometry,71.99083333333333,warning,4-20 mA vane 2,6635.0,Sensor error (21),1908,anemometry,,,missing,0,,anemometry,high,agree,Vane signal-loop fault.,False,93.0,71.99083333333333,True,
3686,True,False,penmanshiel,9,2021-04-30 05:22:38,6.603055555555556,0.025909282745681637,anemometry,anemometry,71.99083333333333,warning,4-20mA anemometer 2,6525.0,Warnings (27),1908,anemometry,,,missing,0,,anemometry,high,agree,Anemometer signal-loop fault.,False,94.0,71.99083333333333,True,
3686,True,False,penmanshiel,9,2021-04-30 05:22:38,6.603055555555556,0.025909282745681637,anemometry,anemometry,71.99083333333333,warning,Vane 2 defect,6622.0,Warnings (27),429,anemometry,,,missing,0,,anemometry,high,agree,Names the vane.,False,17.0,68.87472222222222,False,
4004,False,True,penmanshiel,10,2023-03-24 01:43:36,1471.503888888889,505.59119936371104,electrical,control|converter|electrical|manual,,stop,Frequency converter load rejection,3210.0,Generator and Converter errors (20),30,converter,,,missing,0,,converter,high,agree,Names the converter.,False,,,False,3210.0
4004,False,True,penmanshiel,10,2023-03-24 01:43:36,1471.503888888889,505.59119936371104,electrical,control|converter|electrical|manual,,stop,Circuit breaker,3800.0,Electrical error (24),1,electrical,,,missing,0,,electrical,high,agree,"Switchgear; 38xx block is the LV/transformer side, not the 31xx-32xx converter block.",True,,,False,3800.0
4004,False,True,penmanshiel,10,2023-03-24 01:43:36,1471.503888888889,505.59119936371104,electrical,control|converter|electrical|manual,,stop,Repeating error BP52,455.0,Repeated error  (25),251,control,bp_repeat,pitch,documented,65,"AMBIGUOUS and high-volume (251 stops). Service category 'Repeated error (25)' names a trip-count supervisor, not a component; 'BP' also prefixes pitch messages ('Pitch too slow BP180'), so a pitch reading is possible. Assigned to `control` as the conservative choice - `control` is a thin family, so a wrong call here creates few spurious same-component matches. Pairs with the warning 'Repeating error BP 0'. Alternative: pitch.",control,moderate,agree,Names no component; 'Repeated error (25)' is a trip-count supervisor. The 'BP' pitch reading is real but weaker. Concur with the frozen call; covered by the bp_repeat sweep slot.,False,,,False,455.0
4004,False,True,penmanshiel,10,2023-03-24 01:43:36,1471.503888888889,505.59119936371104,electrical,control|converter|electrical|manual,,stop,Manual stop - remote,21.0,Remote stop (30),424,manual,,,documented,9,"Human decision, no turbine-side physical precursor. The T2 exclusion.",manual,high,agree,"Human action, stated.",False,,,False,21.0
4095,True,False,penmanshiel,11,2017-06-10 12:29:21,27.15,42.390616208044676,control,control,28.72138888888889,stop,Repeating error BP52,455.0,Repeated error  (25),251,control,bp_repeat,pitch,documented,65,"AMBIGUOUS and high-volume (251 stops). Service category 'Repeated error (25)' names a trip-count supervisor, not a component; 'BP' also prefixes pitch messages ('Pitch too slow BP180'), so a pitch reading is possible. Assigned to `control` as the conservative choice - `control` is a thin family, so a wrong call here creates few spurious same-component matches. Pairs with the warning 'Repeating error BP 0'. Alternative: pitch.",control,moderate,agree,Names no component; 'Repeated error (25)' is a trip-count supervisor. The 'BP' pitch reading is real but weaker. Concur with the frozen call; covered by the bp_repeat sweep slot.,True,,,False,455.0
4095,True,False,penmanshiel,11,2017-06-10 12:29:21,27.15,42.390616208044676,control,control,28.72138888888889,warning,Repeating error BP 0,440.0,Warnings (27),204,control,bp_repeat,pitch,documented,41,"AMBIGUOUS. Pairs with the stop message 'Repeating error BP52'; both are assigned to `control` so that they can match each other, and so that a wrong reading of 'BP' does not inject 204 warnings into the large `pitch` family. Alternative: pitch.",control,moderate,agree,Pairs with the 'Repeating error BP52' stop; same reasoning. Concur; covered by the bp_repeat sweep slot.,False,2.0,28.72138888888889,True,
4440,False,True,penmanshiel,11,2022-11-02 07:44:29,703.4855555555556,544.1055634852943,generator,generator,,stop,Service generator brushes,2810.0,Generator and Converter errors (20),55,generator,,,missing,0,,generator,high,agree,Names the generator.,True,,,False,2810.0
4452,True,False,penmanshiel,11,2023-02-24 20:01:38,11.106111111111112,20.516581843730474,generator,generator,11.101944444444445,stop,Service generator brushes,2810.0,Generator and Converter errors (20),55,generator,,,missing,0,,generator,high,agree,Names the generator.,True,,,False,2810.0
